Animal Type,Sub-Type,Breed,Age,Age Group,Gender,Disease,Disease_Code,Critical,Severity,Duration (days),Expected_Recovery_Time (days),Symptoms,Is_Vaccinated,Reported_By,Cause of Disease,Precautions,Care,Home Remedies,Treatment/Medicine,Critical_Symptom_1,Critical_Symptom_2,Critical_Symptom_3,Critical_Symptom_4,Critical_Symptom_5,Critical_Symptom_6
Cattle,Buffalo,Marathwadi,0.6,Calf,Female,Polioencephalomalacia,31,False,1,12.0,5,"['Seizures', 'Recumbency', 'Head pressing', 'Circling', 'Muscle Tremors', 'Blindness']",True,Veterinarian,Thiamine deficiency or sulfur toxicity,Avoid feeding high-sulfur diets and ensure balanced vitamin intake.,"Keep the animal in a calm, low-stress environment.",Provide molasses mixed with yeast water.,Administer injectable thiamine (Vitamin B1) and anticonvulsants.,,,,,,
Goat,Common,Jakhrana,5.4,Adult,Female,Blue Tongue,16,False,1,11.0,15,"['Blue tongue', 'Inability to stand', 'Facial swelling', 'Severe respiratory distress', 'Fever', 'Anorexia']",True,Farmer,Bluetongue virus transmitted by Culicoides midges,Use insect repellents and avoid grazing during midge activity.,"Provide soft, palatable food and ensure hydration.",Apply aloe vera paste for soothing oral ulcers.,"Provide supportive therapy, fluid administration, and implement insect control measures.",,,,,,
Cattle,Cow,Vechur,1.2,Young,Female,Acidosis,9,True,2,1.0,5,"['Recumbency', 'Dehydration', 'Inability to stand', 'Signs of shock', 'Cold extremities', 'Depression', 'Diarrhea']",True,Para-vet,Excess grain feeding leading to rumen pH drop,Avoid excessive grain feeding and introduce dietary changes gradually.,Provide easily digestible feed and maintain hydration throughout recovery.,Provide baking soda solution orally to balance rumen pH.,"Administer IV fluids, oral sodium bicarbonate, and thiamine injections.",Inability to stand,Cold extremities,Diarrhea,Signs of shock,,
Cattle,Bullock,Umblachery,3.1,Adult,Male,Fascioliasis,24,False,1,7.0,10,"['Weight loss', 'Sudden Death', 'Inability to stand', 'Jaundice', 'Extreme Paleness', 'Bottle jaw']",True,Veterinarian,Fasciola hepatica (liver fluke),Control access to snail-infested pastures and treat water sources.,Provide iron-rich feed and proper hydration.,Avoid grazing in marshy or waterlogged areas.,Administer triclabendazole or closantel for deworming.,,,,,,
Goat,Common,Nubian,5.2,Adult,Female,Indigestion,7,True,2,2.0,15,"['Decreased milk production', 'Bloating', 'Loss of appetite', 'Kicking at belly', 'Depression', 'Abdominal pain']",False,Para-vet,"Low-quality feed, sudden diet change, moldy feed, toxic plants","Avoid sudden changes in diet and ensure only clean, fresh feed is offered.",Provide easily digestible feed and access to clean water during recovery.,Provide ginger or garlic water and allow neem stick chewing.,"Provide oral sodium bicarbonate drench, probiotics, and fluid therapy.",Bloating,Depression,Abdominal pain,Kicking at belly,Decreased milk production,
Cattle,Calf,Karan Swiss Calf,3.5,Adult,Female,Mastitis,17,False,1,9.0,11,"['Systemic illness', 'Fever', 'Painful udder', 'Swollen udder', 'Hot udder', 'Abnormal milk']",False,Veterinarian,"Bacterial infection (Staph, Strep)",Maintain strict milking hygiene and disinfect equipment regularly.,Milk the affected udder gently and provide pain relief.,Apply warm compresses on the udder and turmeric paste for inflammation.,"Use intramammary antibiotics, NSAIDs, and maintain udder hygiene.",,,,,,
Goat,Common,Osmanabadi,1.0,Young,Female,Milk Fever,29,False,1,2.0,15,"['Weakness', 'Complete Collapse', 'Recumbency', 'Muscle tremors', 'Inability to Stand', 'Loss of Consciousness']",True,Veterinarian,Calcium deficiency (Hypocalcemia),Monitor high-yielding animals during calving and provide calcium-rich diets.,Provide soft bedding and help the animal stand to prevent muscle injury.,Provide oral calcium supplements during early lactation.,Administer IV calcium borogluconate under veterinary guidance.,,,,,,
Cattle,Bullock, Khillari,2.3,Young,Male,FMD,15,False,1,1.0,6,"['Sudden death in young animals', 'Reduced milk', 'Lameness', 'Blisters', 'Anorexia', 'Oral lesions']",True,Para-vet,FMD virus,Vaccinate regularly and avoid contact with infected animals.,Provide soft feed and ensure clean drinking water.,Apply turmeric paste on lesions and provide aloe vera for hydration.,"Administer NSAIDs for pain relief, provide fluids, and use antiseptic mouthwashes; vaccinate the herd.",,,,,,
Cattle,Buffalo,Manda,2.0,Young,Female,Metritis,18,False,1,10.0,5,"['Lethargy', 'Fever', 'Anorexia', 'Depression', 'Foul vaginal discharge', 'Unable to stand']",True,Veterinarian,Uterine infection post-calving/kidding,Maintain hygiene during parturition and avoid unhygienic birthing practices.,Provide energy-rich feed and hydration during recovery.,Wash the vulva with warm saline solution.,Administer uterine antibiotics and oxytocin injections to aid uterine clearance.,,,,,,
Cattle,Bull,Tharparkar,2.2,Young,Male,Milk Fever,29,False,1,2.0,7,"['Weakness', 'Complete Collapse', 'Recumbency', 'Muscle tremors', 'Inability to Stand', 'Loss of Consciousness']",True,Para-vet,Calcium deficiency (Hypocalcemia),Monitor high-yielding animals during calving and provide calcium-rich diets.,Provide soft bedding and help the animal stand to prevent muscle injury.,Provide oral calcium supplements during early lactation.,Administer IV calcium borogluconate under veterinary guidance.,,,,,,
Goat,Common,Rajasthani cross,0.5,Kid,Male,Brucellosis,19,False,1,12.0,8,"['Abortions', 'Reduced milk production', 'Swollen joints in males', 'Infertility', 'Retained placenta', 'Swelling of testicles (Orchitis)']",True,Veterinarian,Brucella melitensis/abortus,Vaccinate animals and prevent cross-contamination during breeding.,Isolate infected animals and practice herd-level biosecurity.,Maintain strict hygiene and avoid handling aborted material.,No treatment is available; control through vaccination and culling.,,,,,,
Cattle,Bullock,Deoni,6.1,Adult,Male,Copper Deficiency,30,False,1,7.0,15,"['Neurological Signs', 'Poor coat quality', 'Anemia', 'Reproductive issues']",True,Veterinarian,Insufficient dietary copper or excess molybdenum,Balance mineral supplementation and avoid overuse of molybdenum-containing feeds.,Monitor hair coat quality and reproductive health post-treatment.,Offer mineral blocks containing copper.,Provide copper sulfate supplements as per veterinary dosage.,,,,,,
Goat,Common,Sirohi,6.4,Adult,Female,Anaplasmosis,27,True,2,4.0,8,"['Weight loss', 'Aggression', 'Fever', 'Anemia', 'Lethargy and Weakness', 'Unable to stand']",False,Veterinarian,Anaplasma ovis/marginale,Control ticks and avoid shared needles during injections.,Offer easily digestible feed and adequate hydration.,Apply neem-based tick repellents.,Administer oxytetracycline and provide supportive therapy.,Anemia,Lethargy and Weakness,Aggression,Unable to stand,,
Goat,Common,Rajasthani cross,4.2,Adult,Male,Rabies,3,True,2,5.0,11,"['Seizures', 'Difficulty swallowing', 'Inability to stand', 'Salivation', 'Coma', 'Paralysis']",True,Veterinarian,Rabies virus,Vaccinate all animals regularly and avoid contact with stray or wild animals.,Immediately isolate any animal showing neurological symptoms and consult a veterinarian for herd-level precautions.,No home remedies; rabies is fatal.,There is no treatment for rabies; euthanasia of the affected animal is recommended and herd vaccination must be conducted.,Paralysis,Inability to stand,Difficulty swallowing,Salivation,Seizures,Coma
Goat,Common,Rajasthani cross,6.5,Adult,Female,Pneumonia,11,False,1,9.0,9,"['Lethargy', 'Fever', 'Nasal discharge', 'Anorexia', 'Labored breathing', 'Coughing']",True,Para-vet,"Bacterial or viral infection, cold stress",Ensure proper ventilation and avoid overcrowding in sheds.,"Maintain hydration, nutrition, and warmth during recovery.",Keep the animal in warm housing and apply mustard oil chest rub.,"Administer appropriate antibiotics, NSAIDs for fever, and supportive fluid therapy.",,,,,,
Goat,Common,Osmanabadi,7.2,Adult,Female,Copper Deficiency,30,True,3,8.0,16,"['Neurological Signs', 'Poor coat quality', 'Anemia', 'Reproductive issues']",True,Para-vet,Insufficient dietary copper or excess molybdenum,Balance mineral supplementation and avoid overuse of molybdenum-containing feeds.,Monitor hair coat quality and reproductive health post-treatment.,Offer mineral blocks containing copper.,Provide copper sulfate supplements as per veterinary dosage.,Neurological Signs,,,,,
Cattle,Calf,Red Sindhi Calf,4.5,Adult,Male,Babesiosis,26,False,1,12.0,5,"['Weakness', 'Inability to stand', 'Fever', 'Jaundice', 'Anemia', 'Mania']",True,Farmer,Babesia species (tick-borne),Implement regular tick control programs and maintain pasture hygiene.,Provide iron supplements and high-energy feed.,Use neem oil spray for tick control.,Administer imidocarb or oxytetracycline under veterinary supervision.,,,,,,
Cattle,Bullock,Kankrej,7.9,Adult,Male,Fascioliasis,24,True,2,3.0,15,"['Weight loss', 'Sudden Death', 'Inability to stand', 'Jaundice', 'Anemia', 'Inability to Stand', 'Extreme Paleness', 'Profound Weakness']",False,Para-vet,Fasciola hepatica (liver fluke),Control access to snail-infested pastures and treat water sources.,Provide iron-rich feed and proper hydration.,Avoid grazing in marshy or waterlogged areas.,Administer triclabendazole or closantel for deworming.,Sudden Death,Anemia,Extreme Paleness,Inability to Stand,Profound Weakness,Jaundice
Goat,Common,Sirohi,0.7,Kid,Female,Ketosis,28,False,1,6.0,8,"['Weight loss', 'Loss of appetite', 'Acetone breath', 'Anorexia', 'Inability to Stand', 'Neurological Signs']",True,Farmer,Energy imbalance during late pregnancy or early lactation,Balance dietary energy levels during late gestation and lactation.,Offer small frequent meals and reduce stress during recovery.,Provide jaggery water or molasses to increase energy intake.,Provide oral propylene glycol and administer IV glucose if necessary.,,,,,,
Goat,Common,Rajasthani cross,7.7,Adult,Male,Helminthiasis,23,False,1,2.0,8,"['Inability to stand', 'Bottle Jaw', 'Anemia', 'Diarrhea', 'Extreme Paleness', 'Poor growth']",True,Para-vet,Gastrointestinal worm infestation,Deworm animals regularly and avoid overgrazing pastures.,Provide nutritious feed to restore body condition.,Give neem leaf decoctions and implement rotational grazing.,Administer dewormers like albendazole or ivermectin according to veterinary dosage.,,,,,,
Goat,Common,Osmanabadi,3.4,Adult,Male,Hemorrhagic Septicemia,39,False,1,6.0,7,"['High fever', 'Respiratory distress', 'Recumbency', 'Swelling of throat/jaw']",True,Farmer,Pasteurella multocida,Vaccinate regularly before monsoon and avoid overcrowding.,Provide fluids and ensure proper nursing care.,Keep animals in a warm and dry shelter.,"Administer appropriate antibiotics, NSAIDs, and vaccinate against HS.",,,,,,
Cattle,Buffalo,Godavari,6.0,Adult,Female,FMD,15,False,1,2.0,14,"['Sudden death in young animals', 'Reduced milk', 'Lameness', 'Blisters', 'Fever', 'Drooling']",True,Farmer,FMD virus,Vaccinate regularly and avoid contact with infected animals.,Provide soft feed and ensure clean drinking water.,Apply turmeric paste on lesions and provide aloe vera for hydration.,"Administer NSAIDs for pain relief, provide fluids, and use antiseptic mouthwashes; vaccinate the herd.",,,,,,
Cattle,Cow,Umblachery,5.5,Adult,Female,Theileriosis,6,False,1,2.0,10,"['Weight loss', 'Lethargy', 'Weakness', 'Respiratory distress', 'Nervous signs', 'Frothy fluid from nose and mouth']",False,Para-vet,Theileria spp.,Implement strict tick control measures in animals.,Provide proper nutrition and stress-free management during recovery.,Use turmeric and iron decoction to boost immunity.,Administer buparvaquone intramuscularly and provide supportive fluid therapy.,,,,,,
Goat,Common,Rajasthani cross,6.6,Adult,Female,CCPP,14,False,1,4.0,15,"['Severe cough', 'Fever', 'Anorexia', 'Labored breathing', 'Prostration']",False,Farmer,Mycoplasma capricolum subsp. capripneumoniae,Implement strict biosecurity and avoid mixing with unknown herds.,Provide warm shelter and soft food during treatment.,Use steam inhalation with medicinal herbs.,"Administer macrolide antibiotics like Tylosin, provide NSAIDs, and isolate the infected animal.",,,,,,
Goat,Common,Marwari,1.6,Young,Male,FMD,15,False,1,1.0,15,"['Sudden death in young animals', 'Reduced milk', 'Blisters', 'Fever', 'Oral lesions', 'Drooling']",False,Veterinarian,FMD virus,Vaccinate regularly and avoid contact with infected animals.,Provide soft feed and ensure clean drinking water.,Apply turmeric paste on lesions and provide aloe vera for hydration.,"Administer NSAIDs for pain relief, provide fluids, and use antiseptic mouthwashes; vaccinate the herd.",,,,,,
Cattle,Cow,Amritmahal,0.3,Calf,Female,Acidosis,9,True,2,1.0,6,"['Recumbency', 'Dehydration', 'Inability to stand', 'Signs of shock', 'Cold extremities', 'Blindness', 'Diarrhea']",False,Para-vet,Excess grain feeding leading to rumen pH drop,Avoid excessive grain feeding and introduce dietary changes gradually.,Provide easily digestible feed and maintain hydration throughout recovery.,Provide baking soda solution orally to balance rumen pH.,"Administer IV fluids, oral sodium bicarbonate, and thiamine injections.",Inability to stand,Cold extremities,Diarrhea,Signs of shock,,
Cattle,Calf,Sahiwal Calf,2.0,Young,Male,Anorexia,10,False,1,4.0,11,"['High fever', 'Reduced feed intake', 'Weakness', 'Severe diarrhea', 'Severe bloating', 'Intense pain']",True,Para-vet,Secondary to multiple systemic diseases or stress,Monitor for underlying diseases and reduce environmental stress.,"Offer soft, palatable food and ensure clean water availability.",Provide green fodder and jaggery water to stimulate appetite.,Treat the underlying cause and provide vitamin supplements.,,,,,,
Cattle,Bull,Nagori,4.9,Adult,Male,Anorexia,10,False,1,3.0,10,"['Weight loss', 'High fever', 'Weakness', 'Neurological signs', 'Severe diarrhea', 'Severe bloating']",True,Farmer,Secondary to multiple systemic diseases or stress,Monitor for underlying diseases and reduce environmental stress.,"Offer soft, palatable food and ensure clean water availability.",Provide green fodder and jaggery water to stimulate appetite.,Treat the underlying cause and provide vitamin supplements.,,,,,,
Cattle,Calf,Ayrshire Cross Calf,1.7,Young,Male,Ketosis,28,False,1,1.0,13,"['Weight loss', 'Weakness', 'Loss of appetite', 'Acetone breath', 'Anorexia', 'Inability to Stand']",True,Farmer,Energy imbalance during late pregnancy or early lactation,Balance dietary energy levels during late gestation and lactation.,Offer small frequent meals and reduce stress during recovery.,Provide jaggery water or molasses to increase energy intake.,Provide oral propylene glycol and administer IV glucose if necessary.,,,,,,
Cattle,Buffalo,Kalahandi,2.4,Young,Female,Babesiosis,26,False,1,14.0,11,"['Weakness', 'Fever', 'Anemia', 'Staggering', ""Hemoglobinuria ('Redwater')"", 'Mania']",True,Farmer,Babesia species (tick-borne),Implement regular tick control programs and maintain pasture hygiene.,Provide iron supplements and high-energy feed.,Use neem oil spray for tick control.,Administer imidocarb or oxytetracycline under veterinary supervision.,,,,,,
